DISPLAYSEQ,JFAGYCODE,JPTERM,JPKANA,ENTERM,LEVEL,MAINFLAG,GUIDELINE,CXGCATEGORY,RECORDDATE,ENDDATE
895,J9FD13990000,,,,4,,,0,00000000,99999999
896,J9FD14000000,,,,3,1,1,0,00000000,99999999
897,J9FD14110000,,,,4,,,0,00000000,99999999
898,J9FD14120000,,,,4,,,0,00000000,99999999
899,J9FD14130000,,,,4,,,0,00000000,99999999
900,J9FD14140000,,,,4,,,0,00000000,99999999
901,J9FD14150000,,,,4,,,0,00000000,99999999
902,J9FD14160000,,,,4,,,0,00000000,99999999
903,J9FD14980000,,,,4,,,0,00000000,99999999
904,J9FD14990000,,,,4,,,0,00000000,99999999
905,J9FD15000000,,,,3,,,0,00000000,99999999
906,J9FD15110000,,,,4,,,0,00000000,99999999
907,J9FD15120000,,,,4,,,0,00000000,99999999
908,J9FD15130000,,,,4,,,0,00000000,99999999
909,J9FD15980000,,,,4,,,0,00000000,99999999
910,J9FD15990000,,,,4,,,0,00000000,99999999
911,J9FD16000000,,,,3,,,0,00000000,99999999
912,J9FD16000011,,,,6,,,0,00000000,99999999
913,J9FD16110000,,,,4,,,0,00000000,99999999
914,J9FD16120000,,,,4,,,0,00000000,99999999
915,J9FD16130000,,,,4,,,0,00000000,99999999
916,J9FD16140000,,,,4,,,0,00000000,99999999
917,J9FD16980000,,,,4,,,0,00000000,99999999
918,J9FD16990000,,,,4,,,0,00000000,99999999
919,J9FD17000000,,,,3,,,0,00000000,99999999
920,J9FD17110000,,,,4,,,0,00000000,99999999
921,J9FD17120000,,,,4,,,0,00000000,99999999
922,J9FD17130000,,,,4,,,0,00000000,99999999
923,J9FD17980000,,,,4,,,0,00000000,99999999
924,J9FD17990000,,,,4,,,0,00000000,99999999
925,J9FD18000000,,,,3,,,0,00000000,99999999
926,J9FD18110000,,,,4,,,0,00000000,99999999
927,J9FD18111100,,,,5,,,0,00000000,99999999
928,J9FD18111200,,,,5,,,0,00000000,99999999
929,J9FD18111300,,,,5,,,0,00000000,99999999
930,J9FD18111500,,,,5,,,0,00000000,99999999
931,J9FD18120000,,,,4,,,0,00000000,99999999
932,J9FD18121100,,,,5,,,0,00000000,99999999
933,J9FD18130000,,,,4,,,0,00000000,99999999
934,J9FD18131100,,,,5,,,0,00000000,99999999
935,J9FD18131200,,,,5,,,0,00000000,99999999
936,J9FD18140000,,,,4,,,0,00000000,99999999
937,J9FD18141100,,,,5,,,0,00000000,99999999
938,J9FD18150000,,,,4,,,0,00000000,99999999
939,J9FD18151100,,,,5,,,0,00000000,99999999
940,J9FD18151200,,,,5,,,0,00000000,99999999
941,J9FD18151300,,,,5,,,0,00000000,99999999
942,J9FD18151400,,,,5,,,0,00000000,99999999
943,J9FD18151500,,,,5,,,0,00000000,99999999
944,J9FD18151600,,,,5,,,0,00000000,99999999
945,J9FD18160000,,,,4,,,0,00000000,99999999
946,J9FD18170000,,,,4,,,0,00000000,99999999
947,J9FD18171100,,,,5,,,0,00000000,99999999
948,J9FD18180000,,,,4,,,0,00000000,99999999
949,J9FD18190000,,,,4,,,0,00000000,99999999
950,J9FD18191100,,,,5,,,0,00000000,99999999
951,J9FD18210000,,,,4,,,0,00000000,99999999
952,J9FD18220000,,,,4,,,0,00000000,99999999
953,J9FD18230000,,,,4,,,0,00000000,99999999
954,J9FD18231100,,,,5,,,0,00000000,99999999
955,J9FD18231200,,,,5,,,0,00000000,99999999
956,J9FD18240000,,,,4,,,0,00000000,99999999
957,J9FD18250000,,,,4,,,0,00000000,99999999
958,J9FD18260000,,,,4,,,0,00000000,99999999
959,J9FD18270000,,,,4,,,0,00000000,99999999
960,J9FD18271100,,,,5,,,0,00000000,99999999
961,J9FD18280000,,,,4,,,0,00000000,99999999
962,J9FD18290000,,,,4,,,0,00000000,99999999
963,J9FD18980000,,,,4,,,0,00000000,99999999
964,J9FD18990000,,,,4,,,0,00000000,99999999
965,J9FE00000000,,,,2,,,0,00000000,99999999
966,J9FE11000000,,,,3,,,0,00000000,99999999
967,J9FE11110000,,,,4,,,0,00000000,99999999
968,J9FE11120000,,,,4,,,0,00000000,99999999
969,J9FE11130000,,,,4,,,0,00000000,99999999
970,J9FE11980000,,,,4,,,0,00000000,99999999
971,J9FE11990000,,,,4,,,0,00000000,99999999
972,J9FF00000000,,,,2,,,0,00000000,99999999
973,J9FF11000000,,,,3,,,0,00000000,99999999
974,J9FF11110000,,,,4,,,0,00000000,99999999
975,J9FF11120000,,,,4,,,0,00000000,99999999
976,J9FF11130000,,,,4,,,0,00000000,99999999
977,J9FF11140000,,,,4,,,0,00000000,99999999
978,J9FF11150000,,,,4,,,0,00000000,99999999
979,J9FF11160000,,,,4,,,0,00000000,99999999
980,J9FF11170000,,,,4,,,0,00000000,99999999
981,J9FF11171100,,,,5,,,0,00000000,99999999
982,J9FF11980000,,,,4,,,0,00000000,99999999
983,J9FF11990000,,,,4,,,0,00000000,99999999
984,J9FG00000000,,,,2,,,0,00000000,99999999
985,J9FG11000000,,,,3,,,0,00000000,99999999
986,J9FG11110000,,,,4,,,0,00000000,99999999
987,J9FG11120000,,,,4,,1,0,00000000,99999999
988,J9FG11130000,,,,4,,1,0,00000000,99999999
989,J9FG11140000,,,,4,,,0,00000000,99999999
990,J9FG11150000,,,,4,,,0,00000000,99999999
991,J9FG11160000,,,,4,,,0,00000000,99999999
992,J9FG11170000,,,,4,,1,0,00000000,99999999
993,J9FG11180000,,,,4,,,0,00000000,99999999
994,J9FG11190000,,,,4,,,0,00000000,99999999
995,J9FG11210000,,,,4,,,0,00000000,99999999
996,J9FG11220000,,,,4,,,0,00000000,99999999
997,J9FG11980000,,,,4,,,0,00000000,99999999
998,J9FG11990000,,,,4,,,0,00000000,99999999
999,J9FG12000000,,,,3,,,0,00000000,99999999
1000,J9FG12110000,,,,4,,,0,00000000,99999999
1001,J9FG12120000,,,,4,,,0,00000000,99999999
1002,J9FG12980000,,,,4,,,0,00000000,99999999
1003,J9FG12990000,,,,4,,,0,00000000,99999999
1004,J9FG13000000,,,,3,,,0,00000000,99999999
1005,J9FG13110000,,,,4,,,0,00000000,99999999
1006,J9FG13111100,,,,5,,,0,00000000,99999999
1007,J9FG13111200,,,,5,,,0,00000000,99999999
1008,J9FG13111300,,,,5,,,0,00000000,99999999
1009,J9FG13111400,,,,5,,,0,00000000,99999999
1010,J9FG13120000,,,,4,,,0,00000000,99999999
1011,J9FG13121100,,,,5,,,0,00000000,99999999
1012,J9FG13130000,,,,4,,,0,00000000,99999999
1013,J9FG13131100,,,,5,,,0,00000000,99999999
1014,J9FG13131200,,,,5,,,0,00000000,99999999
1015,J9FG13980000,,,,4,,,0,00000000,99999999
1016,J9FG13990000,,,,4,,,0,00000000,99999999
1017,J9FG14000000,,,,3,,,0,00000000,99999999
1018,J9FG14110000,,,,4,,,0,00000000,99999999
1019,J9FG14120000,,,,4,,,0,00000000,99999999
1020,J9FG14130000,,,,4,,,0,00000000,99999999
1021,J9FG14140000,,,,4,,,0,00000000,99999999
1022,J9FG14150000,,,,4,,,0,00000000,99999999
1023,J9FG14160000,,,,4,,,0,00000000,99999999
1024,J9FG14170000,,,,4,,,0,00000000,99999999
1025,J9FG14980000,,,,4,,,0,00000000,99999999
1026,J9FG14990000,,,,4,,,0,00000000,99999999
1027,J9FG15000000,,,,3,,,0,00000000,99999999
1028,J9FG15110000,,,,4,,,0,00000000,99999999
1029,J9FG15120000,,,,4,,,0,00000000,99999999
1030,J9FG15130000,,,,4,,,0,00000000,99999999
1031,J9FG15140000,,,,4,,,0,00000000,99999999
1032,J9FG15150000,,,,4,,,0,00000000,99999999
1033,J9FG15160000,,,,4,,,0,00000000,99999999
1034,J9FG15170000,,,,4,,,0,00000000,99999999
1035,J9FG15180000,,,,4,,,0,00000000,99999999
1036,J9FG15980000,,,,4,,,0,00000000,99999999
1037,J9FG15990000,,,,4,,,0,00000000,99999999
1038,J9FG16000000,,,,3,,,0,00000000,99999999
1039,J9FG16110000,,,,4,,,0,00000000,99999999
1040,J9FG16120000,,,,4,,,0,00000000,99999999
1041,J9FG16130000,,,,4,,,0,00000000,99999999
1042,J9FG16980000,,,,4,,,0,00000000,99999999
1043,J9FG16990000,,,,4,,,0,00000000,99999999
1044,J9FG17000000,,,,3,,,0,00000000,99999999
1045,J9FG17110000,,,,4,,,0,00000000,99999999
1046,J9FG17120000,,,,4,,,0,00000000,99999999
1047,J9FG17130000,,,,4,,,0,00000000,99999999
1048,J9FG17140000,,,,4,,,0,00000000,99999999
1049,J9FG17150000,,,,4,,,0,00000000,99999999
1050,J9FG17160000,,,,4,,,0,00000000,99999999
1051,J9FG17170000,,,,4,,,0,00000000,99999999
1052,J9FG17980000,,,,4,,,0,00000000,99999999
1053,J9FG17990000,,,,4,,,0,00000000,99999999
1054,J9FG18000000,,,,3,,,0,00000000,99999999
1055,J9FG18110000,,,,4,,,0,00000000,99999999
1056,J9FG18120000,,,,4,,,0,00000000,99999999
1057,J9FG18130000,,,,4,,,0,00000000,99999999
1058,J9FG18980000,,,,4,,,0,00000000,99999999
1059,J9FG18990000,,,,4,,,0,00000000,99999999
1060,J9FG19000000,,,,3,,,0,00000000,99999999
1061,J9FG19110000,,,,4,,,0,00000000,99999999
1062,J9FG19120000,,,,4,,,0,00000000,99999999
1063,J9FG19130000,,,,4,,,0,00000000,99999999
1064,J9FG19140000,,,,4,,,0,00000000,99999999
1065,J9FG19150000,,,,4,,,0,00000000,99999999
1066,J9FG19980000,,,,4,,,0,00000000,99999999
1067,J9FG19990000,,,,4,,,0,00000000,99999999
1068,J9FG21000000,,,,3,,,0,00000000,99999999
1069,J9FG21110000,,,,4,,,0,00000000,99999999
1070,J9FG21120000,,,,4,,,0,00000000,99999999
1071,J9FG21130000,,,,4,,,0,00000000,99999999
1072,J9FG21140000,,,,4,,,0,00000000,99999999
1073,J9FG21150000,,,,4,,,0,00000000,99999999
1074,J9FG21160000,,,,4,,,0,00000000,99999999
1075,J9FG21170000,,,,4,,,0,00000000,99999999
1076,J9FG21180000,,,,4,,,0,00000000,99999999
1077,J9FG21190000,,,,4,,,0,00000000,99999999
1078,J9FG21210000,,,,4,,,0,00000000,99999999
1079,J9FG21220000,,,,4,,,0,00000000,99999999
1080,J9FG21230000,,,,4,,,0,00000000,99999999
1081,J9FG21240000,,,,4,,,0,00000000,99999999
1082,J9FG21980000,,,,4,,,0,00000000,99999999
1083,J9FG21990000,,,,4,,,0,00000000,99999999
1084,J9FG22000000,,,,3,,,0,00000000,99999999
1085,J9FG22110000,,,,4,,,0,00000000,99999999
1086,J9FG22120000,,,,4,,,0,00000000,99999999
1087,J9FG22980000,,,,4,,,0,00000000,99999999
1088,J9FG22990000,,,,4,,,0,00000000,99999999
1089,J9FG23000000,,,,3,,,0,00000000,99999999
1090,J9FG24000000,,,,3,,,0,00000000,99999999
1091,J9FG25000000,,,,3,,,0,00000000,99999999
1092,J9FG25110000,,,,4,,,0,00000000,99999999
1093,J9FG25120000,,,,4,,,0,00000000,99999999
1094,J9FG25980000,,,,4,,,0,00000000,99999999
1095,J9FG25990000,,,,4,,,0,00000000,99999999
1096,J9FG26000000,,,,3,,1,0,00000000,99999999
1097,J9FH00000000,,,,2,,,0,00000000,99999999
1098,J9FH11000000,,,,3,,,0,00000000,99999999
1099,J9FH11110000,,,,4,,,0,00000000,99999999
1100,J9FH11980000,,,,4,,,0,00000000,99999999
1101,J9FH11990000,,,,4,,,0,00000000,99999999
1102,J9FH12000000,,,,3,,,0,00000000,99999999
1103,J9FH12110000,,,,4,,,0,00000000,99999999
1104,J9FH12120000,,,,4,,,0,00000000,99999999
1105,J9FH12980000,,,,4,,,0,00000000,99999999
1106,J9FH12990000,,,,4,,,0,00000000,99999999
1107,J9FH13000000,,,,3,,,0,00000000,99999999
1108,J9FH13110000,,,,4,,,0,00000000,99999999
1109,J9FH13110011,,,,6,,,0,00000000,99999999
1110,J9FH13120000,,,,4,,,0,00000000,99999999
1111,J9FH13121100,,,,5,,,0,00000000,99999999
1112,J9FH13130000,,,,4,,,0,00000000,99999999
1113,J9FH13140000,,,,4,,,0,00000000,99999999
1114,J9FH13150000,,,,4,,,0,00000000,99999999
1115,J9FH13160000,,,,4,,,0,00000000,99999999
1116,J9FH13170000,,,,4,,,0,00000000,99999999
1117,J9FH13180000,,,,4,,,0,00000000,99999999
1118,J9FH13190000,,,,4,,,0,00000000,99999999
1119,J9FH13210000,,,,4,,,0,00000000,99999999
1120,J9FH13220000,,,,4,,,0,00000000,99999999
1121,J9FH13230000,,,,4,,,0,00000000,99999999
1122,J9FH13240000,,,,4,,,0,00000000,99999999
1123,J9FH13250000,,,,4,,,0,00000000,99999999
1124,J9FH13260000,,,,4,,,0,00000000,99999999
1125,J9FH13980000,,,,4,,,0,00000000,99999999
1126,J9FH13990000,,,,4,,,0,00000000,99999999
1127,J9FH14000000,,,,3,,,0,00000000,99999999
1128,00N,,,,1,1,,0,00000000,99999999
1129,J9NJ00000000,,,,2,1,,0,00000000,99999999
1130,J9NJ11000000,,,,3,1,,0,00000000,99999999
1131,J9NJ11110000,,,,4,,,0,00000000,99999999
1132,J9NJ11110011,,,,6,,,0,00000000,99999999
1133,J9NJ11120000,,,,4,,,0,00000000,99999999
1134,J9NJ11120011,,,,6,,,0,00000000,99999999
1135,J9NJ11130000,,,,4,,,0,00000000,99999999
1136,J9NJ11130011,,,,6,,,0,00000000,99999999
1137,J9NJ11140000,,,,4,,,0,00000000,99999999
1138,J9NJ11140011,,,,6,,,0,00000000,99999999
1139,J9NJ11150000,,,,4,,,0,00000000,99999999
1140,J9NJ11150011,,,,6,,,0,00000000,99999999
1141,J9NJ11160000,,,,4,,,0,00000000,99999999
1142,J9NJ11160011,,,,6,,,0,00000000,99999999
1143,J9NJ11160012,,,,6,,,0,00000000,99999999
1144,J9NJ11160013,,,,6,,,0,00000000,99999999
1145,J9NJ11170000,,,,4,,,0,00000000,99999999
1146,J9NJ11170011,,,,6,,,0,00000000,99999999
1147,J9NJ11980000,,,,4,,,0,00000000,99999999
1148,J9NJ11990000,,,,4,,,0,00000000,99999999
1149,J9NJ12000000,,,,3,1,,0,00000000,99999999
1150,J9NJ12110000,,,,4,1,1,0,00000000,99999999
1151,J9NJ12110011,,,,6,,,0,00000000,99999999
1152,J9NJ12110012,,,,6,,1,0,00000000,99999999
1153,J9NJ12120000,,,,4,,,0,00000000,99999999
1154,J9NJ12120011,,,,6,,,0,00000000,99999999
1155,J9NJ12120012,,,,6,,1,0,00000000,99999999
1156,J9NJ12130000,,,,4,,,0,00000000,99999999
1157,J9NJ12130011,,,,6,,1,0,00000000,99999999
1158,J9NJ12140000,,,,4,,,0,00000000,99999999
1159,J9NJ12140011,,,,6,,1,0,00000000,99999999
1160,J9NJ12150000,,,,4,1,,0,00000000,99999999
1161,J9NJ12150011,,,,6,,,0,00000000,99999999
1162,J9NJ12150012,,,,6,,1,0,00000000,99999999
1163,J9NJ12160000,,,,4,,,0,00000000,99999999
1164,J9NJ12160011,,,,6,,,0,00000000,99999999
1165,J9NJ12170000,,,,4,,,0,00000000,99999999
1166,J9NJ12170011,,,,6,,,0,00000000,99999999
1167,J9NJ12180000,,,,4,,,0,00000000,99999999
1168,J9NJ12180011,,,,6,,,0,00000000,99999999
1169,J9NJ12190000,,,,4,,1,0,00000000,99999999
1170,J9NJ12190011,,,,6,,,0,00000000,99999999
1171,J9NJ12190012,,,,6,,,0,00000000,99999999
1172,J9NJ12190013,,,,6,,,0,00000000,99999999
1173,J9NJ12190014,,,,6,,,0,00000000,99999999
1174,J9NJ12210000,,,,4,,1,0,00000000,99999999
1175,J9NJ12210011,,,,6,,,0,00000000,99999999
1176,J9NJ12220000,,,,4,,,0,00000000,99999999
1177,J9NJ12220011,,,,6,,,0,00000000,99999999
1178,J9NJ12230000,,,,4,,1,0,00000000,99999999
1179,J9NJ12230011,,,,6,,,0,00000000,99999999
1180,J9NJ12230012,,,,6,,,0,00000000,99999999
1181,J9NJ12230013,,,,6,,,0,00000000,99999999
1182,J9NJ12230014,,,,6,,,0,00000000,99999999
1183,J9NJ12980000,,,,4,,,0,00000000,99999999
1184,J9NJ12990000,,,,4,,,0,00000000,99999999
1185,J9NK00000000,,,,2,1,1,0,00000000,99999999
1186,J9NK11000000,,,,3,1,1,0,00000000,99999999
1187,J9NK11110000,,,,4,,,0,00000000,99999999
1188,J9NK11120000,,,,4,,,0,00000000,99999999
1189,J9NK11130000,,,,4,,1,0,00000000,99999999
1190,J9NK11140000,,,,4,,,0,00000000,99999999
1191,J9NK11150000,,,,4,,,0,00000000,99999999
1192,J9NK11160000,,,,4,,,0,00000000,99999999
1193,J9NK11170000,,,,4,,,0,00000000,99999999
1194,J9NK11180000,,,,4,,,0,00000000,99999999
1195,J9NK11190000,,,,4,,,0,00000000,99999999
1196,J9NK11210000,,,,4,,,0,00000000,99999999
1197,J9NK11220000,,,,4,,,0,00000000,99999999
1198,J9NK11230000,,,,4,,,0,00000000,99999999
1199,J9NK11240000,,,,4,,,0,00000000,99999999
1200,J9NK11250000,,,,4,,,0,00000000,99999999
1201,J9NK11260000,,,,4,,,0,00000000,99999999
1202,J9NK11270000,,,,4,,,0,00000000,99999999
1203,J9NK11280000,,,,4,,,0,00000000,99999999
1204,J9NK11290000,,,,4,,,0,00000000,99999999
1205,J9NK11310000,,,,4,,,0,00000000,99999999
1206,J9NK11320000,,,,4,,,0,00000000,99999999
1207,J9NK11980000,,,,4,,,0,00000000,99999999
1208,J9NK11990000,,,,4,,,0,00000000,99999999
1209,J9NK12000000,,,,3,1,,0,00000000,99999999
1210,J9NK12110000,,,,4,,,0,00000000,99999999
1211,J9NK12120000,,,,4,,,0,00000000,99999999
1212,J9NK12130000,,,,4,,,0,00000000,99999999
1213,J9NK12140000,,,,4,,1,0,00000000,99999999
1214,J9NK12150000,,,,4,,,0,00000000,99999999
1215,J9NK12160000,,,,4,,,0,00000000,99999999
1216,J9NK12170000,,,,4,,,0,00000000,99999999
1217,J9NK12180000,,,,4,,1,0,00000000,99999999
1218,J9NK12190000,,,,4,,,0,00000000,99999999
1219,J9NK12210000,,,,4,,1,0,00000000,99999999
1220,J9NK12210011,,,,6,,1,0,00000000,99999999
1221,J9NK12220000,,,,4,,,0,00000000,99999999
1222,J9NK12230000,,,,4,,,0,00000000,99999999
1223,J9NK12240000,,,,4,,1,0,00000000,99999999
1224,J9NK12250000,,,,4,,,0,00000000,99999999
1225,J9NK12260000,,,,4,,,0,00000000,99999999
1226,J9NK12280000,,,,4,,,0,00000000,99999999
1227,J9NK12290000,,,,4,,1,0,00000000,99999999
1228,J9NK12310000,,,,4,,,0,00000000,99999999
1229,J9NK12320000,,,,4,,,0,00000000,99999999
1230,J9NK12330000,,,,4,1,1,0,00000000,99999999
1231,J9NK12340000,,,,4,,,0,00000000,99999999
1232,J9NK12350000,,,,4,,,0,00000000,99999999
1233,J9NK12360000,,,,4,,,0,00000000,99999999
1234,J9NK12370000,,,,4,,1,0,00000000,99999999
1235,J9NK12380000,,,,4,,1,0,00000000,99999999
1236,J9NK12390000,,,,4,,1,0,00000000,99999999
1237,J9NK12410000,,,,4,,1,0,00000000,99999999
1238,J9NK12420000,,,,4,,1,0,00000000,99999999
1239,J9NK12430000,,,,4,,1,0,00000000,99999999
1240,J9NK12440000,,,,4,,,0,00000000,99999999
1241,J9NK12450000,,,,4,,1,0,00000000,99999999
1242,J9NK12460000,,,,4,,1,0,00000000,99999999
1243,J9NK12470000,,,,4,,1,0,00000000,99999999
1244,J9NK12480000,,,,4,,1,0,00000000,99999999
1245,J9NK12490000,,,,4,,1,0,00000000,99999999
1246,J9NK12510000,,,,4,,1,0,00000000,99999999
1247,J9NK12520000,,,,4,,,0,00000000,99999999
1248,J9NK12530000,,,,4,,1,0,00000000,99999999
1249,J9NK12540000,,,,4,,1,0,00000000,99999999
1250,J9NK12550000,,,,4,,1,0,00000000,99999999
1251,J9NK12560000,,,,4,,1,0,00000000,99999999
1252,J9NK12570000,,,,4,,1,0,00000000,99999999
1253,J9NK12580000,,,,4,,1,0,00000000,99999999
1254,J9NK12590000,,,,4,,1,0,00000000,99999999
1255,J9NK12980000,,,,4,,,0,00000000,99999999
1256,J9NK12990000,,,,4,,,0,00000000,99999999
1257,J9NK13000000,,,,3,1,1,0,00000000,99999999
1258,J9NK13110000,,,,4,,,0,00000000,99999999
1259,J9NK13120000,,,,4,,,0,00000000,99999999
1260,J9NK13130000,,,,4,1,1,0,00000000,99999999
1261,J9NK13120011,,,,6,,1,0,00000000,99999999
1262,J9NK13140000,,,,4,,1,0,00000000,99999999
1263,J9NK13150000,,,,4,,1,0,00000000,99999999
1264,J9NK13160000,,,,4,,1,0,00000000,99999999
1265,J9NK13170000,,,,4,,,0,00000000,99999999
1266,J9NK13180000,,,,4,,,0,00000000,99999999
1267,J9NK13190000,,,,4,,,0,00000000,99999999
1268,J9NK13210000,,,,4,,,0,00000000,99999999
1269,J9NK13220000,,,,4,,,0,00000000,99999999
1270,J9NK13230000,,,,4,,,0,00000000,99999999
1271,J9NK13240000,,,,4,,,0,00000000,99999999
1272,J9NK13250000,,,,4,,,0,00000000,99999999
1273,J9NK13260000,,,,4,,,0,00000000,99999999
1274,J9NK13270000,,,,4,,1,0,00000000,99999999
1275,J9NK13280000,,,,4,,,0,00000000,99999999
1276,J9NK13290000,,,,4,,,0,00000000,99999999
1277,J9NK13310000,,,,4,,1,0,00000000,99999999
1278,J9NK13320000,,,,4,,1,0,00000000,99999999
1279,J9NK13330000,,,,4,,,0,00000000,99999999
1280,J9NK13340000,,,,4,,1,0,00000000,99999999
1281,J9NK13350000,,,,4,,,0,00000000,99999999
1282,J9NK13360000,,,,4,,,0,00000000,99999999
1283,J9NK13370000,,,,4,,,0,00000000,99999999
1284,J9NK13380000,,,,4,,1,0,00000000,99999999
1285,J9NK13390000,,,,4,1,1,0,00000000,99999999
1286,J9NK13410000,,,,4,,,0,00000000,99999999
1287,J9NK13420000,,,,4,,,0,00000000,99999999
1288,J9NK13430000,,,,4,,,0,00000000,99999999
1289,J9NK13440000,,,,4,,,0,00000000,99999999
1290,J9NK13450000,,,,4,,,0,00000000,99999999
1291,J9NK13460000,,,,4,,,0,00000000,99999999
1292,J9NK13470000,,,,4,,,0,00000000,99999999
1293,J9NK13480000,,,,4,,,0,00000000,99999999
1294,J9NK13490000,,,,4,,,0,00000000,99999999
1295,J9NK13510000,,,,4,,1,0,00000000,99999999
1296,J9NK13520000,,,,4,,1,0,00000000,99999999
1297,J9NK13530000,,,,4,,1,0,00000000,99999999
1298,J9NK13540000,,,,4,,1,0,00000000,99999999
1299,J9NK13980000,,,,4,,,0,00000000,99999999
1300,J9NK13990000,,,,4,,,0,00000000,99999999
1301,J9NL00000000,,,,2,1,,0,00000000,99999999
1302,J9NL11000000,,,,3,,,0,00000000,99999999
1303,J9NL11110000,,,,4,,1,0,00000000,99999999
1304,J9NL11120000,,,,4,,1,0,00000000,99999999
1305,J9NL11130000,,,,4,,1,0,00000000,99999999
1306,J9NL11140000,,,,4,1,1,0,00000000,99999999
1307,J9NL11141100,,,,5,,,0,00000000,99999999
1308,J9NL11141200,,,,5,,,0,00000000,99999999
1309,J9NL11150000,,,,4,,1,0,00000000,99999999
1310,J9NL11160000,,,,4,,,0,00000000,99999999
1311,J9NL11170000,,,,4,,1,0,00000000,99999999
1312,J9NL11180000,,,,4,,,0,00000000,99999999
1313,J9NL11190000,,,,4,,1,0,00000000,99999999
1314,J9NL11210000,,,,4,,1,0,00000000,99999999
1315,J9NL11220000,,,,4,,1,0,00000000,99999999
1316,J9NL11230000,,,,4,,1,0,00000000,99999999
1317,J9NL11980000,,,,4,,,0,00000000,99999999
