DISPLAYSEQ,JFAGYCODE,JPTERM,JPKANA,ENTERM,LEVEL,MAINFLAG,GUIDELINE,CXGCATEGORY,RECORDDATE,ENDDATE
1318,J9NL11990000,,,,4,,,0,00000000,99999999
1319,J9NL12000000,,,,3,,,0,00000000,99999999
1320,J9NL12110000,,,,4,,1,0,00000000,99999999
1321,J9NL12120000,,,,4,,,0,00000000,99999999
1322,J9NL12130000,,,,4,,,0,00000000,99999999
1323,J9NL12140000,,,,4,,,0,00000000,99999999
1324,J9NL12980000,,,,4,,,0,00000000,99999999
1325,J9NL12990000,,,,4,,,0,00000000,99999999
1326,J9NM00000000,,,,2,1,,0,00000000,99999999
1327,J9NM11000000,,,,3,,1,0,00000000,99999999
1328,J9NM11110000,,,,4,,1,0,00000000,99999999
1329,J9NM11120000,,,,4,,1,0,00000000,99999999
1330,J9NM11130000,,,,4,,,0,00000000,99999999
1331,J9NM11140000,,,,4,,,0,00000000,99999999
1332,J9NM11150000,,,,4,,,0,00000000,99999999
1333,J9NM11160000,,,,4,,1,0,00000000,99999999
1334,J9NM11160011,,,,6,,,0,00000000,99999999
1335,J9NM11160012,,,,6,,,0,00000000,99999999
1336,J9NM11170000,,,,4,,,0,00000000,99999999
1337,J9NM11180000,,,,4,,,0,00000000,99999999
1338,J9NM11190000,,,,4,,,0,00000000,99999999
1339,J9NM11210000,,,,4,,,0,00000000,99999999
1340,J9NM11220000,,,,4,,1,0,00000000,99999999
1341,J9NM11230000,,,,4,,,0,00000000,99999999
1342,J9NM11240000,,,,4,,,0,00000000,99999999
1343,J9NM11250000,,,,4,,,0,00000000,99999999
1344,J9NM11260000,,,,4,,,0,00000000,99999999
1345,J9NM11270000,,,,4,,,0,00000000,99999999
1346,J9NM11280000,,,,4,,,0,00000000,99999999
1347,J9NM11280011,,,,6,,,0,00000000,99999999
1348,J9NM11290000,,,,4,,,0,00000000,99999999
1349,J9NM11310000,,,,4,,,0,00000000,99999999
1350,J9NM11320000,,,,4,,,0,00000000,99999999
1351,J9NM11330000,,,,4,,,0,00000000,99999999
1352,J9NM11980000,,,,4,,,0,00000000,99999999
1353,J9NM11990000,,,,4,,,0,00000000,99999999
1354,J9NM12000000,,,,3,,1,0,00000000,99999999
1355,J9NM12110000,,,,4,,1,0,00000000,99999999
1356,J9NM12120000,,,,4,,,0,00000000,99999999
1357,J9NM12130000,,,,4,,,0,00000000,99999999
1358,J9NM12140000,,,,4,,,0,00000000,99999999
1359,J9NM12150000,,,,4,,,0,00000000,99999999
1360,J9NM12160000,,,,4,,,0,00000000,99999999
1361,J9NM12170000,,,,4,,1,0,00000000,99999999
1362,J9NM12180000,,,,4,,1,0,00000000,99999999
1363,J9NM12190000,,,,4,,,0,00000000,99999999
1364,J9NM12980000,,,,4,,,0,00000000,99999999
1365,J9NM12990000,,,,4,,,0,00000000,99999999
1366,J9NM13000000,,,,3,1,,0,00000000,99999999
1367,J9NM13110000,,,,4,1,1,0,00000000,99999999
1368,J9NM13111100,,,,5,,,0,00000000,99999999
1369,J9NM13111200,,,,5,,,0,00000000,99999999
1370,J9NM13111300,,,,5,,,0,00000000,99999999
1371,J9NM13120000,,,,4,,1,0,00000000,99999999
1372,J9NM13130000,,,,4,,1,0,00000000,99999999
1373,J9NM13140000,,,,4,,,0,00000000,99999999
1374,J9NM13150000,,,,4,,,0,00000000,99999999
1375,J9NM13160000,,,,4,,1,0,00000000,99999999
1376,J9NM13170000,,,,4,,,0,00000000,99999999
1377,J9NM13980000,,,,4,,,0,00000000,99999999
1378,J9NM13990000,,,,4,,,0,00000000,99999999
1379,J9NM14000000,,,,3,1,1,0,00000000,99999999
1380,J9NM14110000,,,,4,,1,0,00000000,99999999
1381,J9NM14120000,,,,4,,1,0,00000000,99999999
1382,J9NM14130000,,,,4,,1,0,00000000,99999999
1383,J9NM14140000,,,,4,,1,0,00000000,99999999
1384,J9NM14150000,,,,4,,1,0,00000000,99999999
1385,J9NM14160000,,,,4,,1,0,00000000,99999999
1386,J9NM14170000,,,,4,,1,0,00000000,99999999
1387,J9NM14180000,,,,4,,1,0,00000000,99999999
1388,J9NM14190000,,,,4,,1,0,00000000,99999999
1389,J9NM14210000,,,,4,,1,0,00000000,99999999
1390,J9NM14220000,,,,4,,1,0,00000000,99999999
1391,J9NM14230000,,,,4,,1,0,00000000,99999999
1392,J9NM14240000,,,,4,,1,0,00000000,99999999
1393,J9NM14250000,,,,4,,1,0,00000000,99999999
1394,J9NM14260000,,,,4,,1,0,00000000,99999999
1395,J9NM14270000,,,,4,,1,0,00000000,99999999
1396,J9NM14280000,,,,4,,1,0,00000000,99999999
1397,J9NM14290000,,,,4,,1,0,00000000,99999999
1398,J9NM14310000,,,,4,,1,0,00000000,99999999
1399,J9NM14320000,,,,4,,1,0,00000000,99999999
1400,J9NM14980000,,,,4,,,0,00000000,99999999
1401,J9NM14990000,,,,4,,,0,00000000,99999999
1402,J9NM15000000,,,,3,1,1,0,00000000,99999999
1403,J9NM15110000,,,,4,,1,0,00000000,99999999
1404,J9NM15120000,,,,4,,1,0,00000000,99999999
1405,J9NM15130000,,,,4,,1,0,00000000,99999999
1406,J9NM15140000,,,,4,,1,0,00000000,99999999
1407,J9NM15150000,,,,4,,1,0,00000000,99999999
1408,J9NM15160000,,,,4,,1,0,00000000,99999999
1409,J9NM15170000,,,,4,,1,0,00000000,99999999
1410,J9NM15180000,,,,4,,1,0,00000000,99999999
1411,J9NM15190000,,,,4,,1,0,00000000,99999999
1412,J9NM15980000,,,,4,,,0,00000000,99999999
1413,J9NM15990000,,,,4,,,0,00000000,99999999
1414,J9NM16000000,,,,3,,,0,00000000,99999999
1415,J9NM16110000,,,,4,,1,0,00000000,99999999
1416,J9NM16120000,,,,4,,1,0,00000000,99999999
1417,J9NM16130000,,,,4,,1,0,00000000,99999999
1418,J9NM16140000,,,,4,,1,0,00000000,99999999
1419,J9NM16150000,,,,4,,1,0,00000000,99999999
1420,J9NM16160000,,,,4,,1,0,00000000,99999999
1421,J9NM16170000,,,,4,,1,0,00000000,99999999
1422,J9NM16180000,,,,4,,1,0,00000000,99999999
1423,J9NM16190000,,,,4,,1,0,00000000,99999999
1424,J9NM16210000,,,,4,,1,0,00000000,99999999
1425,J9NM16220000,,,,4,,1,0,00000000,99999999
1426,J9NM16230000,,,,4,,1,0,00000000,99999999
1427,J9NM16240000,,,,4,,1,0,00000000,99999999
1428,J9NM16250000,,,,4,,1,0,00000000,99999999
1429,J9NM16260000,,,,4,,1,0,00000000,99999999
1430,J9NM16270000,,,,4,,1,0,00000000,99999999
1431,J9NM16280000,,,,4,,1,0,00000000,99999999
1432,J9NM16980000,,,,4,,,0,00000000,99999999
1433,J9NM16990000,,,,4,,,0,00000000,99999999
1434,J9NM17000000,,,,3,,,0,00000000,99999999
1435,J9NM17110000,,,,4,,1,0,00000000,99999999
1436,J9NM17110011,,,,6,,1,0,00000000,99999999
1437,J9NM17120000,,,,4,,1,0,00000000,99999999
1438,J9NM17130000,,,,4,,1,0,00000000,99999999
1439,J9NM17140000,,,,4,,1,0,00000000,99999999
1440,J9NM17150000,,,,4,,1,0,00000000,99999999
1441,J9NM17160000,,,,4,,1,0,00000000,99999999
1442,J9NM17170000,,,,4,,1,0,00000000,99999999
1443,J9NM17180000,,,,4,,1,0,00000000,99999999
1444,J9NM17190000,,,,4,,1,0,00000000,99999999
1445,J9NM17980000,,,,4,,,0,00000000,99999999
1446,J9NM17990000,,,,4,,,0,00000000,99999999
1447,J9NM18000000,,,,3,,1,0,00000000,99999999
1448,J9NM18110000,,,,4,,,0,00000000,99999999
1449,J9NM18120000,,,,4,,,0,00000000,99999999
1450,J9NM18130000,,,,4,,1,0,00000000,99999999
1451,J9NM18140000,,,,4,,1,0,00000000,99999999
1452,J9NM18150000,,,,4,,1,0,00000000,99999999
1453,J9NM18980000,,,,4,,,0,00000000,99999999
1454,J9NM18990000,,,,4,,,0,00000000,99999999
1455,J9NM19000000,,,,3,,,0,00000000,99999999
1456,J9NM19110000,,,,4,,1,0,00000000,99999999
1457,J9NM19120000,,,,4,,1,0,00000000,99999999
1458,J9NM19130000,,,,4,,1,0,00000000,99999999
1459,J9NM19140000,,,,4,,1,0,00000000,99999999
1460,J9NM19150000,,,,4,,1,0,00000000,99999999
1461,J9NM19980000,,,,4,,,0,00000000,99999999
1462,J9NM19990000,,,,4,,,0,00000000,99999999
1463,J9NM21000000,,,,3,,1,0,00000000,99999999
1464,J9NM21110000,,,,4,,1,0,00000000,99999999
1465,J9NM21110011,,,,6,,,0,00000000,99999999
1466,J9NM21110012,,,,6,,,0,00000000,99999999
1467,J9NM21120000,,,,4,,,0,00000000,99999999
1468,J9NM21130000,,,,4,,1,0,00000000,99999999
1469,J9NM21140000,,,,4,,1,0,00000000,99999999
1470,J9NM21150000,,,,4,,1,0,00000000,99999999
1471,J9NM21160000,,,,4,,1,0,00000000,99999999
1472,J9NM21170000,,,,4,,1,0,00000000,99999999
1473,J9NM21180000,,,,4,,1,0,00000000,99999999
1474,J9NM21190000,,,,4,,1,0,00000000,99999999
1475,J9NM21210000,,,,4,,1,0,00000000,99999999
1476,J9NM21220000,,,,4,,1,0,00000000,99999999
1477,J9NM21230000,,,,4,,1,0,00000000,99999999
1478,J9NM21240000,,,,4,,1,0,00000000,99999999
1479,J9NM21250000,,,,4,,1,0,00000000,99999999
1480,J9NM21260000,,,,4,,1,0,00000000,99999999
1481,J9NM21270000,,,,4,,1,0,00000000,99999999
1482,J9NM21980000,,,,4,,,0,00000000,99999999
1483,J9NM21990000,,,,4,,,0,00000000,99999999
1484,J9NM22000000,,,,3,,1,0,00000000,99999999
1485,J9NM22110000,,,,4,,1,0,00000000,99999999
1486,J9NM22120000,,,,4,,1,0,00000000,99999999
1487,J9NM22130000,,,,4,,1,0,00000000,99999999
1488,J9NM22140000,,,,4,,1,0,00000000,99999999
1489,J9NM22150000,,,,4,,1,0,00000000,99999999
1490,J9NM22160000,,,,4,,1,0,00000000,99999999
1491,J9NM22980000,,,,4,,,0,00000000,99999999
1492,J9NM22990000,,,,4,,,0,00000000,99999999
1493,J9NM23000000,,,,3,,1,0,00000000,99999999
1494,J9NM23110000,,,,4,,1,0,00000000,99999999
1495,J9NM23120000,,,,4,,1,0,00000000,99999999
1496,J9NM23130000,,,,4,,1,0,00000000,99999999
1497,J9NM23140000,,,,4,,1,0,00000000,99999999
1498,J9NM23150000,,,,4,,1,0,00000000,99999999
1499,J9NM23160000,,,,4,,1,0,00000000,99999999
1500,J9NM23170000,,,,4,,1,0,00000000,99999999
1501,J9NM23180000,,,,4,,1,0,00000000,99999999
1502,J9NM23980000,,,,4,,,0,00000000,99999999
1503,J9NM23990000,,,,4,,,0,00000000,99999999
1504,J9NM24000000,,,,3,,1,0,00000000,99999999
1505,J9NM24110000,,,,4,,,0,00000000,99999999
1506,J9NM24120000,,,,4,,,0,00000000,99999999
1507,J9NM24130000,,,,4,,1,0,00000000,99999999
1508,J9NM24140000,,,,4,,1,0,00000000,99999999
1509,J9NM24150000,,,,4,,1,0,00000000,99999999
1510,J9NM24160000,,,,4,,1,0,00000000,99999999
1511,J9NM24170000,,,,4,,1,0,00000000,99999999
1512,J9NM24180000,,,,4,,1,0,00000000,99999999
1513,J9NM24190000,,,,4,,1,0,00000000,99999999
1514,J9NM24210000,,,,4,,,0,00000000,99999999
1515,J9NM24220000,,,,4,,1,0,00000000,99999999
1516,J9NM24230000,,,,4,,1,0,00000000,99999999
1517,J9NM24240000,,,,4,,1,0,00000000,99999999
1518,J9NM24250000,,,,4,,1,0,00000000,99999999
1519,J9NM24260000,,,,4,,1,0,00000000,99999999
1520,J9NM24270000,,,,4,,1,0,00000000,99999999
1521,J9NM24280000,,,,4,,1,0,00000000,99999999
1522,J9NM24290000,,,,4,,1,0,00000000,99999999
1523,J9NM24310000,,,,4,,1,0,00000000,99999999
1524,J9NM24320000,,,,4,,1,0,00000000,99999999
1525,J9NM24330000,,,,4,,1,0,00000000,99999999
1526,J9NM24980000,,,,4,,,0,00000000,99999999
1527,J9NM24990000,,,,4,,,0,00000000,99999999
1528,J9NM25000000,,,,3,,,0,00000000,99999999
1529,J9NM25110000,,,,4,,1,0,00000000,99999999
1530,J9NM25120000,,,,4,,1,0,00000000,99999999
1531,J9NM25130000,,,,4,,1,0,00000000,99999999
1532,J9NM25140000,,,,4,,1,0,00000000,99999999
1533,J9NM25980000,,,,4,,,0,00000000,99999999
1534,J9NM25990000,,,,4,,,0,00000000,99999999
1535,J9NN00000000,,,,2,1,,0,00000000,99999999
1536,J9NN11000000,,,,3,1,1,0,00000000,99999999
1537,J9NN11110000,,,,4,,1,0,00000000,99999999
1538,J9NN11111100,,,,5,,1,0,00000000,99999999
1539,J9NN11120000,,,,4,,1,0,00000000,99999999
1540,J9NN11130000,,,,4,,1,0,00000000,99999999
1541,J9NN11140000,,,,4,,,0,00000000,99999999
1542,J9NN11150000,,,,4,,1,0,00000000,99999999
1543,J9NN11151100,,,,5,,1,0,00000000,99999999
1544,J9NN11160000,,,,4,,1,0,00000000,99999999
1545,J9NN11161100,,,,5,,1,0,00000000,99999999
1546,J9NN11170000,,,,4,,1,0,00000000,99999999
1547,J9NN11171100,,,,5,,1,0,00000000,99999999
1548,J9NN11180000,,,,4,,1,0,00000000,99999999
1549,J9NN11181100,,,,5,,1,0,00000000,99999999
1550,J9NN11190000,,,,4,,1,0,00000000,99999999
1551,J9NN11210000,,,,4,,1,0,00000000,99999999
1552,J9NN11220000,,,,4,,1,0,00000000,99999999
1553,J9NN11230000,,,,4,,1,0,00000000,99999999
1554,J9NN11240000,,,,4,,1,0,00000000,99999999
1555,J9NN11250000,,,,4,,1,0,00000000,99999999
1556,J9NN11260000,,,,4,,1,0,00000000,99999999
1557,J9NN11270000,,,,4,,1,0,00000000,99999999
1558,J9NN11271100,,,,5,,1,0,00000000,99999999
1559,J9NN11271200,,,,5,,1,0,00000000,99999999
1560,J9NN11280000,,,,4,,1,0,00000000,99999999
1561,J9NN11290000,,,,4,,1,0,00000000,99999999
1562,J9NN11310000,,,,4,,1,0,00000000,99999999
1563,J9NN11330000,,,,4,,1,0,00000000,99999999
1564,J9NN11980000,,,,4,,,0,00000000,99999999
1565,J9NN11990000,,,,4,,,0,00000000,99999999
1566,J9NP00000000,,,,2,,,0,00000000,99999999
1567,J9NP11000000,,,,3,,1,0,00000000,99999999
1568,J9NP11110000,,,,4,,,0,00000000,99999999
1569,J9NP11120000,,,,4,,1,0,00000000,99999999
1570,J9NP11130000,,,,4,,1,0,00000000,99999999
1571,J9NP11140000,,,,4,,,0,00000000,99999999
1572,J9NP11150000,,,,4,,1,0,00000000,99999999
1573,J9NP11160000,,,,4,,1,0,00000000,99999999
1574,J9NP11170000,,,,4,,1,0,00000000,99999999
1575,J9NP11180000,,,,4,,1,0,00000000,99999999
1576,J9NP11190000,,,,4,,1,0,00000000,99999999
1577,J9NP11210000,,,,4,,1,0,00000000,99999999
1578,J9NP11220000,,,,4,,1,0,00000000,99999999
1579,J9NP11230000,,,,4,,1,0,00000000,99999999
1580,J9NP11980000,,,,4,,,0,00000000,99999999
1581,J9NP11990000,,,,4,,,0,00000000,99999999
1582,J9NP12000000,,,,3,,,0,00000000,99999999
1583,J9NP12120000,,,,4,,1,0,00000000,99999999
1584,J9NP12130000,,,,4,,1,0,00000000,99999999
1585,J9NP12140000,,,,4,,1,0,00000000,99999999
1586,J9NP12150000,,,,4,,1,0,00000000,99999999
1587,J9NP12160000,,,,4,,1,0,00000000,99999999
1588,J9NP12170000,,,,4,,1,0,00000000,99999999
1589,J9NP12180000,,,,4,,1,0,00000000,99999999
1590,J9NP12190000,,,,4,,1,0,00000000,99999999
1591,J9NP12210000,,,,4,,1,0,00000000,99999999
1592,J9NP12220000,,,,4,,1,0,00000000,99999999
1593,J9NP12230000,,,,4,,1,0,00000000,99999999
1594,J9NP12240000,,,,4,,1,0,00000000,99999999
1595,J9NP12250000,,,,4,,1,0,00000000,99999999
1596,J9NP12260000,,,,4,,1,0,00000000,99999999
1597,J9NP12270000,,,,4,,1,0,00000000,99999999
1598,J9NP12280000,,,,4,,1,0,00000000,99999999
1599,J9NP12290000,,,,4,,1,0,00000000,99999999
1600,J9NP12310000,,,,4,,1,0,00000000,99999999
1601,J9NP12320000,,,,4,,1,0,00000000,99999999
1602,J9NP12330000,,,,4,,1,0,00000000,99999999
1603,J9NP12340000,,,,4,,1,0,00000000,99999999
1604,J9NP12350000,,,,4,,1,0,00000000,99999999
1605,J9NP12360000,,,,4,,1,0,00000000,99999999
1606,J9NP12370000,,,,4,,1,0,00000000,99999999
1607,J9NP12380000,,,,4,,1,0,00000000,99999999
1608,J9NP12390000,,,,4,,1,0,00000000,99999999
1609,J9NP12410000,,,,4,,1,0,00000000,99999999
1610,J9NP12420000,,,,4,,1,0,00000000,99999999
1611,J9NP12430000,,,,4,,1,0,00000000,99999999
1612,J9NP12980000,,,,4,,,0,00000000,99999999
1613,J9NP12990000,,,,4,,,0,00000000,99999999
1614,J9NP13000000,,,,3,,,0,00000000,99999999
1615,J9NP13110000,,,,4,,1,0,00000000,99999999
1616,J9NP13120000,,,,4,,1,0,00000000,99999999
1617,J9NP13130000,,,,4,,1,0,00000000,99999999
1618,J9NP13140000,,,,4,,1,0,00000000,99999999
1619,J9NP13150000,,,,4,,1,0,00000000,99999999
1620,J9NP13160000,,,,4,,1,0,00000000,99999999
1621,J9NP13170000,,,,4,,1,0,00000000,99999999
1622,J9NP13980000,,,,4,,,0,00000000,99999999
1623,J9NP13990000,,,,4,,,0,00000000,99999999
1624,J9NP14000000,,,,3,1,,0,00000000,99999999
1625,J9NP14110000,,,,4,,1,0,00000000,99999999
1626,J9NP14120000,,,,4,,,0,00000000,99999999
1627,J9NP14121100,,,,5,,1,0,00000000,99999999
1628,J9NP14121200,,,,5,,1,0,00000000,99999999
1629,J9NP14121300,,,,5,,1,0,00000000,99999999
1630,J9NP14121400,,,,5,,1,0,00000000,99999999
1631,J9NP14130000,,,,4,,1,0,00000000,99999999
1632,J9NP14140000,,,,4,,1,0,00000000,99999999
1633,J9NP14150000,,,,4,,1,0,00000000,99999999
1634,J9NP14160000,,,,4,,1,0,00000000,99999999
1635,J9NP14170000,,,,4,,1,0,00000000,99999999
1636,J9NP14180000,,,,4,,1,0,00000000,99999999
1637,J9NP14190000,,,,4,,1,0,00000000,99999999
1638,J9NP14210000,,,,4,,1,0,00000000,99999999
1639,J9NP14220000,,,,4,,1,0,00000000,99999999
1640,J9NP14980000,,,,4,,,0,00000000,99999999
1641,J9NP14990000,,,,4,,,0,00000000,99999999
1642,J9NP15000000,,,,3,1,1,0,00000000,99999999
1643,J9NP15110000,,,,4,,1,0,00000000,99999999
1644,J9NP15120000,,,,4,,1,0,00000000,99999999
1645,J9NP15130000,,,,4,,1,0,00000000,99999999
1646,J9NP15140000,,,,4,,1,0,00000000,99999999
1647,J9NP15150000,,,,4,,1,0,00000000,99999999
1648,J9NP15160000,,,,4,,1,0,00000000,99999999
1649,J9NP15170000,,,,4,,1,0,00000000,99999999
1650,J9NP15180000,,,,4,,1,0,00000000,99999999
1651,J9NP15190000,,,,4,,1,0,00000000,99999999
1652,J9NP15210000,,,,4,,1,0,00000000,99999999
1653,J9NP15220000,,,,4,,1,0,00000000,99999999
1654,J9NP15230000,,,,4,,1,0,00000000,99999999
1655,J9NP15240000,,,,4,,1,0,00000000,99999999
1656,J9NP15250000,,,,4,,1,0,00000000,99999999
1657,J9NP15260000,,,,4,,1,0,00000000,99999999
1658,J9NP15270000,,,,4,,1,0,00000000,99999999
1659,J9NP15280000,,,,4,,1,0,00000000,99999999
1660,J9NP15290000,,,,4,,1,0,00000000,99999999
1661,J9NP15310000,,,,4,,1,0,00000000,99999999
1662,J9NP15320000,,,,4,,1,0,00000000,99999999
1663,J9NP15330000,,,,4,,1,0,00000000,99999999
1664,J9NP15340000,,,,4,,1,0,00000000,99999999
1665,J9NP15350000,,,,4,,1,0,00000000,99999999
1666,J9NP15360000,,,,4,,1,0,00000000,99999999
1667,J9NP15370000,,,,4,,1,0,00000000,99999999
1668,J9NP15380000,,,,4,,1,0,00000000,99999999
1669,J9NP15980000,,,,4,,,0,00000000,99999999
1670,J9NP15990000,,,,4,,,0,00000000,99999999
1671,J9NP16000000,,,,3,,,0,00000000,99999999
1672,J9NP16110000,,,,4,,1,0,00000000,99999999
1673,J9NP16120000,,,,4,,1,0,00000000,99999999
1674,J9NP16130000,,,,4,,1,0,00000000,99999999
1675,J9NP16140000,,,,4,,1,0,00000000,99999999
1676,J9NP16150000,,,,4,,1,0,00000000,99999999
1677,J9NP16160000,,,,4,,1,0,00000000,99999999
1678,J9NP16170000,,,,4,,1,0,00000000,99999999
1679,J9NP16180000,,,,4,,1,0,00000000,99999999
1680,J9NP16190000,,,,4,,1,0,00000000,99999999
1681,J9NP16210000,,,,4,,1,0,00000000,99999999
1682,J9NP16220000,,,,4,,1,0,00000000,99999999
1683,J9NP16230000,,,,4,,1,0,00000000,99999999
1684,J9NP16980000,,,,4,,,0,00000000,99999999
1685,J9NP16990000,,,,4,,,0,00000000,99999999
1686,J9NP17000000,,,,3,1,1,0,00000000,99999999
1687,J9NQ00000000,,,,2,,,0,00000000,99999999
1688,J9NQ11000000,,,,3,,1,0,00000000,99999999
1689,J9NQ11110000,,,,4,,,0,00000000,99999999
1690,J9NQ11120000,,,,4,,,0,00000000,99999999
1691,J9NQ11130000,,,,4,,,0,00000000,99999999
1692,J9NQ11980000,,,,4,,,0,00000000,99999999
1693,J9NQ11990000,,,,4,,,0,00000000,99999999
1694,J9NQ12000000,,,,3,,,0,00000000,99999999
1695,J9NQ12110000,,,,4,,,0,00000000,99999999
1696,J9NQ12120000,,,,4,,,0,00000000,99999999
1697,J9NQ12130000,,,,4,,,0,00000000,99999999
1698,J9NQ12980000,,,,4,,,0,00000000,99999999
1699,J9NQ12990000,,,,4,,,0,00000000,99999999
1700,J9NQ13000000,,,,3,,,0,00000000,99999999
1701,J9NQ13110000,,,,4,,1,0,00000000,99999999
1702,J9NQ13120000,,,,4,,1,0,00000000,99999999
1703,J9NQ13130000,,,,4,,1,0,00000000,99999999
1704,J9NQ13140000,,,,4,,1,0,00000000,99999999
1705,J9NQ13150000,,,,4,,1,0,00000000,99999999
1706,J9NQ13160000,,,,4,,1,0,00000000,99999999
1707,J9NQ13980000,,,,4,,,0,00000000,99999999
1708,J9NQ13990000,,,,4,,,0,00000000,99999999
1709,J9NR00000000,,,,2,,,0,00000000,99999999
1710,J9NR11000000,,,,3,,,0,00000000,99999999
1711,J9NR11110000,,,,4,,,0,00000000,99999999
1712,J9NR11120000,,,,4,,,0,00000000,99999999
1713,J9NR11130000,,,,4,,1,0,00000000,99999999
1714,J9NR11980000,,,,4,,,0,00000000,99999999
1715,J9NR11990000,,,,4,,,0,00000000,99999999
1716,J9NS00000000,,,,2,,,0,00000000,99999999
1717,J9NS11000000,,,,3,,,0,00000000,99999999
1718,J9NT00000000,,,,2,1,,0,00000000,99999999
1719,J9NT11000000,,,,3,,1,0,00000000,99999999
1720,J9NT11110000,,,,4,,,0,00000000,99999999
1721,J9NT11111100,,,,5,,,0,00000000,99999999
1722,J9NT11120000,,,,4,,,0,00000000,99999999
1723,J9NT11130000,,,,4,,,0,00000000,99999999
1724,J9NT11131100,,,,5,,,0,00000000,99999999
1725,J9NT11140000,,,,4,,1,0,00000000,99999999
1726,J9NT11980000,,,,4,,,0,00000000,99999999
1727,J9NT11990000,,,,4,,,0,00000000,99999999
1728,J9NU00000000,,,,2,,,0,00000000,99999999
1729,J9NU11000000,,,,3,,,0,00000000,99999999
1730,J9NU11110000,,,,4,,1,0,00000000,99999999
1731,J9NU11120000,,,,4,,1,0,00000000,99999999
1732,J9NU11130000,,,,4,,1,0,00000000,99999999
1733,J9NU11140000,,,,4,,1,0,00000000,99999999
1734,J9NU11980000,,,,4,,,0,00000000,99999999
1735,J9NU11990000,,,,4,,,0,00000000,99999999